Removed Pin From Net: NetName=+5V Pin=C7-1
Removed Pin From Net: NetName=GND Pin=C7-2
Removed Pin From Net: NetName=GND Pin=C9-2
Removed Pin From Net: NetName=GND Pin=C11-2
Removed Pin From Net: NetName=+5V Pin=D3-C
Removed Pin From Net: NetName=GND Pin=GND_TP1-X
Removed Pin From Net: NetName=GND Pin=GND_TP-X
Removed Pin From Net: NetName=GND Pin=GROUND-1
Removed Pin From Net: NetName=+5V Pin=ICSP1-2
Removed Pin From Net: NetName=GND Pin=ICSP1-6
Removed Pin From Net: NetName=+5V Pin=RN1-3
Removed Pin From Net: NetName=+5V Pin=RN2-2
Removed Pin From Net: NetName=+5V Pin=RN2-3
Removed Pin From Net: NetName=DTR Pin=RN2-4
Removed Pin From Net: NetName=GND Pin=RN2-5
Removed Pin From Net: NetName=IO0 Pin=TP_0-X
Removed Pin From Net: NetName=IO1 Pin=TP_1-X
Removed Pin From Net: NetName=IO2 Pin=TP_2-X
Removed Pin From Net: NetName=+3V3 Pin=TP_3V3-X
Removed Pin From Net: NetName=IO3 Pin=TP_3-X
Removed Pin From Net: NetName=IO4 Pin=TP_4-X
Removed Pin From Net: NetName=+5V Pin=TP_5V1-X
Removed Pin From Net: NetName=+5V Pin=TP_5V-X
Removed Pin From Net: NetName=IO5 Pin=TP_5-X
Removed Pin From Net: NetName=IO6 Pin=TP_6-X
Removed Pin From Net: NetName=IO7 Pin=TP_7-X
Removed Pin From Net: NetName=IO8 Pin=TP_8-X
Removed Pin From Net: NetName=IO9 Pin=TP_9-X
Removed Pin From Net: NetName=SS Pin=TP_10-X
Removed Pin From Net: NetName=MOSI Pin=TP_11-X
Removed Pin From Net: NetName=MISO Pin=TP_12-X
Removed Pin From Net: NetName=SCK Pin=TP_13-X
Removed Pin From Net: NetName=AD0 Pin=TP_A0-X
Removed Pin From Net: NetName=AD1 Pin=TP_A1-X
Removed Pin From Net: NetName=AD2 Pin=TP_A2-X
Removed Pin From Net: NetName=AD3 Pin=TP_A3-X
Removed Pin From Net: NetName=AD4/SDA Pin=TP_A4-X
Removed Pin From Net: NetName=AD5/SCL Pin=TP_A5-X
Removed Pin From Net: NetName=AREF Pin=TP_AREF-X
Removed Pin From Net: NetName=CMP Pin=TP_CMP-X
Removed Pin From Net: NetName=D+ Pin=TP_D+-X
Removed Pin From Net: NetName=DTR Pin=TP_DTR-X
Removed Pin From Net: NetName=D- Pin=TP_D--X
Removed Pin From Net: NetName=GATE_CMD Pin=TP_GATE-X
Removed Pin From Net: NetName=L13 Pin=TP_LCMD-X
Removed Pin From Net: NetName=N$3 Pin=TP_ONL-X
Removed Pin From Net: NetName=RESET Pin=TP_RESET-X
Removed Pin From Net: NetName=AD5/SCL Pin=TP_SCL-X
Removed Pin From Net: NetName=AD4/SDA Pin=TP_SDA-X
Removed Pin From Net: NetName=USHIELD Pin=TP_USH-X
Removed Pin From Net: NetName=VIN Pin=TP_VIN-X
Removed Pin From Net: NetName=XTAL1 Pin=TP_XT1-X
Removed Pin From Net: NetName=XTAL2 Pin=TP_XT2-X
Removed Pin From Net: NetName=GND Pin=U3-3
Removed Pin From Net: NetName=+5V Pin=U3-4
Removed Pin From Net: NetName=DTR Pin=U3-13
Removed Pin From Net: NetName=+5V Pin=U3-32
Removed Pin From Net: NetName=GND Pin=U3-33
Removed Pin From Net: NetName=GND Pin=X1-1
Removed Pin From Net: NetName=GND Pin=X1-3
Removed Pin From Net: NetName=GND Pin=X1-4
Removed Pin From Net: NetName=GND Pin=X1-5
Removed Pin From Net: NetName=GND Pin=X1-6
Removed Pin From Net: NetName=GND Pin=X1-7
Removed Pin From Net: NetName=D- Pin=X2-2
Removed Pin From Net: NetName=D+ Pin=X2-3
Removed Pin From Net: NetName=USHIELD Pin=X2-P$1
Removed Pin From Net: NetName=USHIELD Pin=X2-P$2
Change Component Comment : Designator=RESET-EN Old Comment= New Comment=SJ
Change component parameters: Designator = "AD" ("AD"); Footprint = "1X06"; UniqueID = "\RRAUEIPH" ("\RRAUEIPH")
Change component parameters (AddParameter): Name = "DeviceName"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DeviceSetName"; Value = "PINHD-1X6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "GateName_1"; Value = "A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LibraryName"; Value = "SmartPrj"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SymbolName_1"; Value = "PINHD6"; VariantName = "[No Variations]"
Change component parameters: Designator = "C1" ("C1"); Footprint = "C0603-ROUND"; UniqueID = "\FQNJNGKM" ("\FQNJNGKM")
Change component parameters (AddParameter): Name = "DeviceName"; Value = "0603-RND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DeviceSetName"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "GateName_1"; Value = "G$1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LibraryName"; Value = "SmartPrj"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SymbolName_1"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters: Designator = "C2" ("C2"); Footprint = "C0603-ROUND"; UniqueID = "\LBFXXRHN" ("\LBFXXRHN")
Change component parameters (AddParameter): Name = "DeviceName"; Value = "0603-RND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DeviceSetName"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "GateName_1"; Value = "G$1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LibraryName"; Value = "SmartPrj"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SymbolName_1"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters: Designator = "C3" ("C3"); Footprint = "C0603-ROUND"; UniqueID = "\MGKDQJTI" ("\MGKDQJTI")
Change component parameters (AddParameter): Name = "DeviceName"; Value = "0603-RND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DeviceSetName"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "GateName_1"; Value = "G$1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LibraryName"; Value = "SmartPrj"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SymbolName_1"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters: Designator = "C4" ("C4"); Footprint = "C0603-ROUND"; UniqueID = "\CVDNYXON" ("\CVDNYXON")
Change component parameters (AddParameter): Name = "DeviceName"; Value = "0603-RND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DeviceSetName"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "GateName_1"; Value = "G$1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LibraryName"; Value = "SmartPrj"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SymbolName_1"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters: Designator = "C5" ("C5"); Footprint = "C0603-ROUND"; UniqueID = "\XSWPWJXC" ("\XSWPWJXC")
Change component parameters (AddParameter): Name = "DeviceName"; Value = "0603-RND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DeviceSetName"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "GateName_1"; Value = "G$1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LibraryName"; Value = "SmartPrj"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SymbolName_1"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters: Designator = "C6" ("C6"); Footprint = "C0603-ROUND"; UniqueID = "\PGWTSQNQ" ("\PGWTSQNQ")
Change component parameters (AddParameter): Name = "DeviceName"; Value = "0603-RND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DeviceSetName"; Value = "C-EU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "GateName_1"; Value = "G$1"; VariantName = "[No Variations]"
